CSEE 2015 SCHOOL RANKING - CENTRE WITH 40 AND MORE CANDIDATES,,,,,,,,,,
"KEY: BAND1: GPA 1 to 1.499, BAND2: 1.5 to 1.999 , BAND3: 2 to 2.499, BAND4: 2.5 to 2.999, BAND5: 3 to 3.499, BAND6: 3.5 to 3.999, BAND7: 4 to 4.299,    BAND8: 4.3 to 4.499, BAND9:4.5 to 4.699, BAND10: 4.7 to 5",,,,,,,,,,
S1865,MKINGALEO SECONDARY SCHOOL,TANGA,121,102,55,4.4651,8,7,2689,410
S2406,PALE SECONDARY SCHOOL,UNGUJA,62,61,43,4.4653,8,9,2690,2296
S3622,MAKUMBUSHO SECONDARY SCHOOL,DAR ES SALAAM,373,251,141,4.4654,8,8,2691,1584
S0542,OLDADAI SECONDARY SCHOOL,ARUSHA,262,237,107,4.4655,8,8,2692,1632
S3368,IGALLA SECONDARY SCHOOL,MWANZA,143,125,62,4.4656,8,8,2693,1642
S3522,BUKIMA SECONDARY SCHOOL,MARA ,111,101,46,4.4657,8,8,2694,1223
S4550,MKATANGA SECONDARY SCHOOL,KIGOMA,74,69,34,4.4658,8,9,2695,1964
S3913,KIVESA SECONDARY SCHOOL,TANGA,102,100,52,4.4659,8,8,2696,2088
S3399,KWARAA  SECONDARY SCHOOL,MANYARA,170,163,84,4.466,8,8,2697,1626
S1579,SEGERA SECONDARY SCHOOL,TANGA,132,114,67,4.466,8,8,2698,1634
S4882,NYASA LAKE SHORE SECONDARY SCHOOL,MBEYA,96,89,50,4.4663,8,9,2699,1919
S4800,PANGAMBILI SECONDARY SCHOOL,TANGA,51,51,25,4.4663,8,8,2700,1577
S1021,RING'WANI SECONDARY SCHOOL,MARA ,83,80,42,4.4664,8,9,2701,2285
S2468,ILONGA SECONDARY SCHOOL,MOROGORO,50,44,25,4.4666,8,8,2702,1580
S3035,IBINZA SECONDARY SCHOOL,MWANZA,116,110,59,4.4667,8,7,2703,818
S2078,MASABA SECONDARY SCHOOL,MARA ,52,49,27,4.4675,8,7,2704,571
S0812,MAHIWA SECONDARY SCHOOL,LINDI,144,131,59,4.4675,8,7,2705,960
S2314,NYERUMA SECONDARY SCHOOL,MARA ,134,105,57,4.4675,8,8,2706,1649
S0886,SEMKIWA SECONDARY SCHOOL,TANGA,145,131,57,4.468,8,9,2707,2171
S1312,KWIRAMBA SECONDARY SCHOOL,MARA ,76,68,36,4.4682,8,8,2708,2111
S0549,LUGOBA SECONDARY SCHOOL,PWANI,157,147,67,4.4683,8,7,2709,823
S3169,KATUMBASONGWE SECONDARY SCHOOL,MBEYA,101,84,42,4.4687,8,8,2710,741
S3976,SINGITU SECONDARY SCHOOL,SINGIDA,44,43,21,4.469,8,8,2711,1011
S2593,MAWEMATATU SECONDARY SCHOOL,MWANZA,84,31,18,4.4696,8,8,2712,942
S4660,MT.MASUSA SECONDARY SCHOOL ,NJOMBE,50,44,18,4.4696,8,8,2713,1463
S4264,KISAUKE SECONDARY SCHOOL,DAR ES SALAAM,109,99,55,4.4706,8,9,2714,1976
S1206,LUKOZI SECONDARY SCHOOL,TANGA,96,81,38,4.4709,8,9,2715,2152
S3598,BUHARE SECONDARY SCHOOL,MARA ,125,111,58,4.4711,8,8,2716,1900
S0802,MAKANYA SECONDARY SCHOOL,KILIMANJARO,115,107,52,4.4712,8,8,2717,1625
S1877,DR. NCHIMBI SECONDARY SCHOOL,MARA ,240,217,109,4.4713,8,7,2718,573
S0677,TANDAHIMBA SECONDARY SCHOOL,MTWARA,120,120,53,4.4719,8,8,2719,1962
S0664,MANGIO SECONDARY SCHOOL,KILIMANJARO,47,44,25,4.4719,8,9,2720,2198
S2629,MULUNGA SECONDARY SCHOOL,NJOMBE,63,61,33,4.4719,8,8,2721,1790
S3318,CHOGO SECONDARY SCHOOL,TANGA,63,58,36,4.472,8,9,2722,1846
S4427,NYAMAZUGO SECONDARY SCHOOL,MWANZA,75,63,29,4.4727,8,8,2723,1422
S0783,BEREKO SECONDARY SCHOOL,DODOMA,49,45,27,4.4729,8,7,2724,530
S3418,MELI SECONDARY SCHOOL,KILIMANJARO,131,119,59,4.4732,8,7,2725,893
S2911,NAMANGA  SECONDARY SCHOOL,ARUSHA,129,107,55,4.4736,8,8,2726,2007
S1962,IBUGA SECONDARY SCHOOL,KAGERA,110,91,47,4.4736,8,8,2727,1175
S3025,TINDE SECONDARY SCHOOL,SHINYANGA,55,50,27,4.4738,8,8,2728,1145
S2931,IVUNA SECONDARY SCHOOL,MBEYA,52,44,22,4.4743,8,8,2729,1127
S0775,DUMILA SECONDARY SCHOOL,MOROGORO,225,184,91,4.4745,8,8,2730,1050
S1860,MWISENGE SECONDARY SCHOOL,MARA ,254,220,108,4.4745,8,8,2731,1090
S1236,BANGATA SECONDARY SCHOOL,ARUSHA,75,75,36,4.475,8,8,2732,2029
S4004,TANDIKA SECONDARY SCHOOL,DAR ES SALAAM,393,280,136,4.4752,8,7,2733,921
S3310,LUKANI SECONDARY SCHOOL,KILIMANJARO,77,76,40,4.4753,8,7,2734,443
S3616,NSUNGA SECONDARY SCHOOL,KAGERA,95,81,42,4.4753,8,9,2735,2238
S2747,KWASHEMSHI SECONDARY SCHOOL,TANGA,45,44,26,4.4759,8,9,2736,1990
S2232,NYAKAHANGA SECONDARY SCHOOL,KAGERA,108,99,41,4.4761,8,8,2737,1232
S4609,KAMACHUMU SECONDARY SCHOOL,KAGERA,80,78,49,4.4763,8,9,2738,2180
S3653,UKWIVA SECONDARY SCHOOL,MOROGORO,40,37,19,4.4765,8,8,2739,1165
S4064,CAPRI-POINT SECONDARY SCHOOL,MWANZA,127,97,56,4.4767,8,8,2740,1443
S1906,ETARO SECONDARY SCHOOL,MARA ,56,51,27,4.4768,8,9,2741,1794
S3586,FARKWA SECONDARY SCHOOL,DODOMA,64,64,29,4.4771,8,8,2742,1337
S2749,VIKINDU SECONDARY SCHOOL,PWANI,98,94,54,4.4772,8,8,2743,1663
S0813,MAHIDA SECONDARY SCHOOL,KILIMANJARO,120,110,59,4.4776,8,7,2744,578
S2126,BICHA SECONDARY SCHOOL,DODOMA,70,61,26,4.4782,8,9,2745,2166
S4266,BUTEKO SECONDARY SCHOOL,KIGOMA,74,71,42,4.4783,8,8,2746,1398
S0407,MUGEZA SECONDARY SCHOOL,KAGERA,128,116,60,4.4784,8,8,2747,1082
S2709,KABUGARO SECONDARY SCHOOL,KAGERA,147,124,65,4.4784,8,7,2748,464
S1938,ISANGAWANA SECONDARY SCHOOL,MBEYA,57,51,31,4.4785,8,8,2749,1798
S2001,MWEMAGE SECONDARY SCHOOL,KAGERA,85,76,38,4.4786,8,8,2750,931
S1386,LYASIKIKA SECONDARY SCHOOL,KILIMANJARO,118,116,62,4.4788,8,8,2751,1325
S1467,ISUTO SECONDARY SCHOOL,MBEYA,120,82,42,4.479,8,8,2752,2035
S5043,MWASELELA SECONDARY SCHOOL,MBEYA,77,74,37,4.4794,8,8,2753,2032
S2578,DODOMEZI  SECONDARY SCHOOL,LINDI,41,39,20,4.4797,8,8,2754,1502
S1859,MSHIKAMANO SECONDARY SCHOOL,MARA ,177,152,81,4.4798,8,7,2755,941
S1321,ISANGE SECONDARY SCHOOL,MBEYA,120,111,56,4.4803,8,8,2756,1490
S4055,MALAMBAMAWILI SECONDARY SCHOOL,DAR ES SALAAM,219,209,108,4.4808,8,8,2757,1470
S3279,BUGARIKA SECONDARY SCHOOL,MWANZA,152,110,49,4.481,8,8,2758,1544
S1219,FUKUCHANI SECONDARY SCHOOL,UNGUJA,55,51,29,4.4812,8,9,2759,1882
S3314,KWENJUGO SECONDARY SCHOOL,TANGA,139,124,64,4.4813,8,9,2760,1795
S3639,BUKANDA SECONDARY SCHOOL,MWANZA,154,139,66,4.4814,8,8,2761,766
S1423,MATADI SECONDARY SCHOOL,KILIMANJARO,85,83,49,4.4814,8,8,2762,1866
S2236,NTARE SECONDARY SCHOOL,KAGERA,72,71,35,4.4815,8,8,2763,1881
S0973,EINOTI SECONDARY SCHOOL,ARUSHA,179,168,84,4.4816,8,8,2764,1886
S1320,MERERANI B W MKAPA SECONDARY SCHOOL,MANYARA,193,176,94,4.482,8,8,2765,1983
S5016,KILIMA MPIMBI SECONDARY SCHOOL,MBEYA,47,41,24,4.4825,8,8,2766,1468
S0952,MANG'ULA SECONDARY SCHOOL,MOROGORO,202,158,76,4.4826,8,8,2767,1404
S1351,BURONGE SECONDARY SCHOOL,KIGOMA,123,117,64,4.4826,8,8,2768,1013
S1504,KATOMA SECONDARY SCHOOL,KAGERA,114,94,41,4.4828,8,8,2769,1675
S2875,NYABISARE SECONDARY SCHOOL,MARA ,108,94,49,4.4831,8,7,2770,940
S2205,KINYANGIRI SECONDARY SCHOOL,SINGIDA,66,60,28,4.4833,8,8,2771,2085
S2458,KIPAUMBELE SECONDARY SCHOOL,LINDI,66,60,29,4.4835,8,8,2772,1964
S4430,LUSHAMBA SECONDARY SCHOOL,MWANZA,105,11,9,4.4835,8,8,2773,1539
S3161,NTOBEYE SECONDARY SCHOOL,KAGERA,63,59,27,4.4837,8,8,2774,1527
S2491,KWALE SECONDARY SCHOOL,TANGA,48,42,27,4.4838,8,8,2775,1169
S1795,WAMBAA SECONDARY SCHOOL,PEMBA,57,56,34,4.4838,8,8,2776,2044
S3925,KINGOLWIRA SECONDARY SCHOOL,MOROGORO,112,99,40,4.4844,8,8,2777,1431
S4326,RUTUNGA SECONDARY SCHOOL,KAGERA,49,48,26,4.4845,8,8,2778,749
S3292,BUSILIKYA SECONDARY SCHOOL,KAGERA,42,38,19,4.4846,8,8,2779,913
S1489,KATUBUKA SECONDARY SCHOOL,KIGOMA,217,201,103,4.4847,8,7,2780,767
S1070,CHAANGAJA CLEOPA MSUYA SECONDARY SCHOOL,KILIMANJARO,168,147,75,4.4847,8,9,2781,2269
S1841,KANDAWE SECONDARY SCHOOL,MWANZA,160,131,70,4.4853,8,8,2782,1580
S0648,MASASI DAY SECONDARY SCHOOL,MTWARA,142,131,63,4.4854,8,9,2783,2217
S3238,VIJIBWENI SECONDARY SCHOOL,DAR ES SALAAM,110,64,33,4.4855,8,7,2784,440
S2761,KEREZANGE SECONDARY SCHOOL,DAR ES SALAAM,177,146,69,4.4862,8,8,2785,1927
S0699,DONGE SECONDARY SCHOOL,UNGUJA,66,65,35,4.4862,8,8,2786,2055
S3049,IGELEGELE SECONDARY SCHOOL,MWANZA,108,92,42,4.4865,8,8,2787,771
S1894,LUBUGU SECONDARY SCHOOL,MWANZA,96,87,44,4.4865,8,7,2788,922
S2047,BUSISI SECONDARY SCHOOL,MWANZA,101,93,46,4.4868,8,7,2789,230
S5109,CHWAKA TUMBE SECONDARY SCHOOL,PEMBA,40,40,29,4.487,8,9,2790,2236
S1932,SANTILYA SECONDARY SCHOOL,MBEYA,85,73,37,4.4871,8,8,2791,922
S3102,ITEZI SECONDARY SCHOOL,MBEYA,210,195,90,4.4874,8,8,2792,1260
S1440,TIRAV SECONDARY SCHOOL,DAR ES SALAAM,99,68,31,4.4876,8,7,2793,588
S3190,ITEWE SECONDARY SCHOOL,MBEYA,67,59,34,4.4879,8,7,2794,359
S1422,KIBACHA SECONDARY SCHOOL,KILIMANJARO,280,270,123,4.4886,8,7,2795,802
S0964,HOMBOLO SECONDARY SCHOOL,DODOMA,110,90,46,4.4886,8,8,2796,1922
S1388,THOMAS SECONDARY SCHOOL,DAR ES SALAAM,62,60,29,4.4888,8,8,2797,1413
S3713,MUMI SECONDARY SCHOOL,DODOMA,53,41,19,4.4889,8,7,2798,536
S4701,LIKUNJA SECONDARY SCHOOL,LINDI,42,40,22,4.4891,8,8,2799,1283
S4536,MGALO SECONDARY SCHOOL,IRINGA,72,45,25,4.4891,8,8,2800,1591
S3155,PANGANI SECONDARY SCHOOL,PWANI,51,47,24,4.4892,8,8,2801,805
S3225,CHARAMBE SECONDARY SCHOOL,DAR ES SALAAM,319,205,111,4.4893,8,8,2802,1683
S1090,CHALA SECONDARY SCHOOL,RUKWA,77,74,37,4.4893,8,8,2803,1621
S1899,NYAKATENDE SECONDARY SCHOOL,MARA ,81,42,18,4.4895,8,8,2804,1630
S2300,MTIMBWE SECONDARY SCHOOL,NJOMBE,100,98,43,4.4897,8,8,2805,1523
S1711,MT. LIVINGSTONE SECONDARY SCHOOL,NJOMBE,53,51,28,4.4898,8,8,2806,1975
S1117,DABALO SECONDARY SCHOOL,DODOMA,50,38,23,4.4902,8,8,2807,1136
S1505,IKOLO SECONDARY SCHOOL,MBEYA,103,93,41,4.4903,8,8,2808,1745
S2760,KINYAMWEZI SECONDARY SCHOOL,DAR ES SALAAM,122,109,61,4.4904,8,8,2809,1595
S1632,MOUNT UDZUNGWA SECONDARY SCHOOL,MOROGORO,61,59,31,4.4904,8,8,2810,2075
S2769,ARI SECONDARY SCHOOL,DAR ES SALAAM,195,161,82,4.4905,8,8,2811,1678
S3921,MWEMBESONGO SECONDARY SCHOOL,MOROGORO,137,113,50,4.4906,8,8,2812,1601
S2879,KIDETE SECONDARY SCHOOL,DAR ES SALAAM,105,88,43,4.4907,8,8,2813,688
S4312,MRAOKERYO SECONDARY SCHOOL,KILIMANJARO,78,75,47,4.491,8,7,2814,238
S3085,KISAM SECONDARY SCHOOL,KILIMANJARO,62,40,18,4.4914,8,8,2815,1739
S0933,BASHNET SECONDARY SCHOOL,MANYARA,107,102,52,4.4917,8,9,2816,2240
S3284,KAFUNZO SECONDARY SCHOOL,MWANZA,64,49,25,4.4919,8,8,2817,2104
S1755,UONDWE SECONDARY SCHOOL,PEMBA,46,46,34,4.4921,8,9,2818,2268
S3086,MIERESINI SECONDARY SCHOOL,KILIMANJARO,120,116,55,4.4929,8,8,2819,1292
S3581,MURANGI SECONDARY SCHOOL,MARA ,56,49,24,4.4931,8,9,2820,1840
S2715,NYAMWAGA SECONDARY SCHOOL,MARA ,68,53,24,4.4932,8,9,2821,2013
S3816,KAPUGI SECONDARY SCHOOL,MBEYA,58,57,33,4.4932,8,8,2822,723
S2783,BUJASHI SECONDARY SCHOOL,MWANZA,110,89,46,4.4932,8,8,2823,1968
S4275,MBIGILI SECONDARY SCHOOL,MBEYA,45,32,15,4.4933,8,8,2824,1308
S2706,KATORO DAY SECONDARY SCHOOL,KAGERA,82,41,23,4.4934,8,7,2825,194
S4824,NJORO SECONDARY SCHOOL,MANYARA,53,17,9,4.4934,8,9,2826,2016
S3182,UBENA SECONDARY SCHOOL,PWANI,76,75,29,4.4936,8,8,2827,1674
S0829,MAARIFA TANDIKA SECONDARY SCHOOL,DAR ES SALAAM,77,62,28,4.4938,8,8,2828,1960
S3073,MANGI SABAS SECONDARY SCHOOL,KILIMANJARO,111,108,56,4.4938,8,8,2829,699
S3376,NGOMBEZI SECONDARY SCHOOL,TANGA,56,45,21,4.494,8,9,2830,2274
S2417,PONDEANI SECONDARY SCHOOL,PEMBA,50,50,35,4.4942,8,8,2831,2107
S0956,ILEMBO SECONDARY SCHOOL,MBEYA,181,174,74,4.4946,8,8,2832,1226
S2887,MITUNDURUNI SECONDARY SCHOOL,SINGIDA,45,41,20,4.4948,8,7,2833,354
S2230,NDAMA SECONDARY SCHOOL,KAGERA,121,105,44,4.4952,8,8,2834,1599
S3726,MTANANA SECONDARY SCHOOL,DODOMA,69,64,26,4.4952,8,9,2835,1857
S4295,TCHENZEMA SECONDARY SCHOOL,MOROGORO,47,46,21,4.4954,8,7,2836,196
S4481,MLABANI SECONDARY SCHOOL,MOROGORO,144,117,50,4.4959,8,8,2837,1942
S3090,MANZESE SECONDARY SCHOOL,DAR ES SALAAM,313,143,74,4.4962,8,8,2838,982
S2523,SHUNGA SECONDARY SCHOOL,KAGERA,95,93,43,4.4964,8,8,2839,1501
S1695,KUTUKUTU SECONDARY SCHOOL,MOROGORO,136,94,40,4.4964,8,8,2840,1189
S3721,LUSHOTO SECONDARY SCHOOL,TANGA,116,108,47,4.4968,8,8,2841,1701
S0552,MAGOTO SECONDARY SCHOOL,MARA ,112,99,47,4.4968,8,8,2842,1352
S1543,KILOBENI SECONDARY SCHOOL,KILIMANJARO,126,109,62,4.4971,8,8,2843,1666
S4325,MSOMBA SECONDARY SCHOOL,MBEYA,67,60,25,4.4973,8,9,2844,1788
S2821,DINAMU  SECONDARY SCHOOL,MANYARA,68,60,27,4.4975,8,8,2845,2139
S1029,NASSA SECONDARY SCHOOL,SIMIYU,159,130,64,4.4978,8,8,2846,1372
S1521,OLD KOROGWE SECONDARY SCHOOL,TANGA,112,104,50,4.498,8,9,2847,2272
S2507,NGOMENI SECONDARY SCHOOL,TANGA,90,81,35,4.498,8,8,2848,1655
S0861,NELSON-MANDELA SECONDARY SCHOOL,MOROGORO,112,104,57,4.4981,8,8,2849,1791
S1009,BABATI DAY SECONDARY SCHOOL,MANYARA,183,168,79,4.4992,8,8,2850,1859
S0753,BIIRABO SECONDARY SCHOOL,KAGERA,110,105,49,4.4992,8,8,2851,1988
S0977,OLDONYOSAMBU SECONDARY SCHOOL,ARUSHA,195,175,85,4.4992,8,8,2852,1974
S4342,KAKEREGE SECONDARY SCHOOL,MWANZA,97,76,40,4.4994,8,8,2853,1413
S2668,BWIRO SECONDARY SCHOOL,MWANZA,125,110,55,4.4994,8,7,2854,869
S1137,ITANDULA SECONDARY SCHOOL,IRINGA,113,100,48,4.4995,8,8,2855,1414
S0848,DAUDI SECONDARY SCHOOL,MANYARA,212,201,92,4.5,9,8,2856,1273
S0349,MANKA SECONDARY SCHOOL,KILIMANJARO,54,54,27,4.5008,9,7,2857,459
S2716,ROCHE SECONDARY SCHOOL,MARA ,58,49,27,4.501,9,9,2858,2280
S3089,GOBA MPAKANI SECONDARY SCHOOL,DAR ES SALAAM,119,119,70,4.5011,9,8,2859,1255
S3780,MPIJI MAGOHE SECONDARY SCHOOL,DAR ES SALAAM,158,64,30,4.5012,9,8,2860,1989
S3289,LWENGE SECONDARY SCHOOL,MWANZA,44,34,15,4.5013,9,8,2861,1715
S1304,CHANJAMJAWIRI SECONDARY SCHOOL,PEMBA,58,57,35,4.5015,9,8,2862,1605
S2135,LUHUNDWA SECONDARY SCHOOL,DODOMA,49,24,13,4.502,9,9,2863,1782
S1079,CHIKUYU SECONDARY SCHOOL,SINGIDA,58,54,31,4.5022,9,9,2864,2018
S3070,MRUWIA SECONDARY SCHOOL,KILIMANJARO,83,81,35,4.5025,9,7,2865,205
S3223,MBANDE SECONDARY SCHOOL,DAR ES SALAAM,303,243,115,4.503,9,8,2866,1824
S1482,KAGEMU SECONDARY SCHOOL,KAGERA,234,224,119,4.5032,9,8,2867,1810
S1848,KABWE SECONDARY SCHOOL,RUKWA,69,54,29,4.5038,9,7,2868,579
S4245,MACHUI SECONDARY SCHOOL,UNGUJA,54,53,32,4.5039,9,9,2869,2245
S1512,KAYENZI SECONDARY SCHOOL,MOROGORO,197,170,76,4.504,9,8,2870,1612
S3691,ANNA MKAPA SECONDARY SCHOOL,KILIMANJARO,274,204,95,4.5042,9,7,2871,814
S3040,MAPANGO SECONDARY SCHOOL,MWANZA,164,95,44,4.5043,9,8,2872,1359
S2648,GUNDA SECONDARY SCHOOL,SINGIDA,133,121,63,4.5045,9,8,2873,2114
S2559,MAGANZO SECONDARY SCHOOL,SHINYANGA,100,83,35,4.5049,9,8,2874,1976
S4977,MICHENZANI SECONDARY SCHOOL,PEMBA,56,56,30,4.5051,9,9,2875,2255
S3600,BUGAMBA SECONDARY SCHOOL,KIGOMA,43,40,28,4.5051,9,8,2876,1348
S1736,ZIMBWINI SECONDARY SCHOOL,PWANI,140,136,57,4.5051,9,8,2877,1371
S2127,KISESE SECONDARY SCHOOL,DODOMA,46,44,23,4.5058,9,8,2878,1658
S3895,IPEMBE SECONDARY SCHOOL,SINGIDA,107,97,48,4.506,9,8,2879,1033
S2084,MKIRIRA SECONDARY SCHOOL,MARA ,54,42,23,4.5061,9,8,2880,1202
S2072,MGOMBASI SECONDARY SCHOOL,RUVUMA,109,94,53,4.5064,9,9,2881,2177
S3711,KIMWANI SECONDARY SCHOOL,KAGERA,136,131,68,4.5071,9,9,2882,2300
S1548,SHISHTON SECONDARY SCHOOL,ARUSHA,104,97,53,4.5073,9,8,2883,1864
S4942,MBOGA SECONDARY SCHOOL,PWANI,43,42,20,4.5077,9,8,2884,1236
S2944,MAGAMBA SECONDARY SCHOOL,TANGA,99,94,44,4.5086,9,7,2885,518
S3141,MPONJA SECONDARY SCHOOL,MBEYA,196,184,78,4.5087,9,8,2886,1842
S3671,MBOGI SECONDARY SCHOOL,MARA ,156,130,65,4.5088,9,8,2887,1775
S3227,MALELA SECONDARY SCHOOL,DAR ES SALAAM,200,153,66,4.5092,9,8,2888,1670
S3477,BWAKALO SECONDARY SCHOOL,MANYARA,103,74,36,4.5092,9,8,2889,1995
S2671,MATIMBWA SECONDARY,PWANI,47,44,25,4.5097,9,8,2890,1204
S1017,KIDATU SECONDARY SCHOOL,MOROGORO,75,48,21,4.5098,9,8,2891,1365
S1019,KISANGURA SECONDARY SCHOOL,MARA ,76,63,28,4.5101,9,7,2892,822
S0799,MONDO SECONDARY SCHOOL,DODOMA,139,128,60,4.5103,9,8,2893,2053
S0842,LITEMBO SECONDARY SCHOOL,RUVUMA,69,67,36,4.5104,9,8,2894,2106
S1133,BOMBO SECONDARY SCHOOL,KILIMANJARO,114,106,53,4.5106,9,9,2895,2278
S0638,BUNAZI SECONDARY SCHOOL,KAGERA,177,129,56,4.5108,9,8,2896,1622
S3678,MIKANJUNI SECONDARY SCHOOL,TANGA,255,227,107,4.5109,9,8,2897,1565
S2307,GORONG'A SECONDARY SCHOOL,MARA ,60,45,18,4.5113,9,8,2898,1286
S2771,MCHIKICHINI SECONDARY SCHOOL,DAR ES SALAAM,170,84,49,4.5114,9,9,2899,2279
S0714,KABUKU SECONDARY SCHOOL,TANGA,117,106,48,4.5118,9,8,2900,1708
S3232,MIZIMBINI SECONDARY SCHOOL,DAR ES SALAAM,112,97,55,4.512,9,8,2901,1272
S3083,MRERENI SECONDARY SCHOOL,KILIMANJARO,120,110,50,4.512,9,8,2902,644
S2903,MWAGI SECONDARY SCHOOL,MWANZA,90,84,45,4.5125,9,7,2903,527
S4060,KETUMBEINE SECONDARY SCHOOL,ARUSHA,95,89,41,4.5134,9,8,2904,2081
S2721,KEMAKORERE SECONDARY SCHOOL,MARA ,84,74,34,4.5135,9,8,2905,1521
S2303,NYIENDO SECONDARY SCHOOL,MARA ,267,227,103,4.5136,9,7,2906,636
S4498,HANIHANI SECONDARY SCHOOL,TABORA,111,94,43,4.5138,9,8,2907,2140
S4048,MUUNGANO USA RIVER SECONDARY SCHOOL,ARUSHA,115,101,42,4.5142,9,8,2908,1747
S3444,KISIJU SECONDARY SCHOOL,PWANI,44,33,18,4.5145,9,7,2909,262
S3168,LUSUNGO SECONDARY SCHOOL,MBEYA,69,56,27,4.5146,9,8,2910,1713
S1532,IGAMBA SECONDARY SCHOOL,MBEYA,117,106,51,4.5152,9,8,2911,1692
S0403,MAKUNDUCHI SECONDARY SCHOOL,UNGUJA,124,123,71,4.5152,9,8,2912,1847
S1540,NANYUMBU SECONDARY SCHOOL,MTWARA,83,83,45,4.5153,9,8,2913,727
S3863,LWATI SECONDARY SCHOOL,MBEYA,80,77,38,4.5156,9,8,2914,1330
S2375,KERENGE SECONDARY SCHOOL,TANGA,65,50,25,4.5159,9,8,2915,852
S2582,KIKANDA SECONDARY SCHOOL,LINDI,51,45,22,4.5159,9,9,2916,1954
S0730,MBARAMO SECONDARY SCHOOL,TANGA,61,52,28,4.5159,9,8,2917,1374
S3068,RASESA SECONDARY SCHOOL,KILIMANJARO,117,115,57,4.5162,9,8,2918,1235
S5229,ESPERANTO SECONDARY SCHOOL,MARA ,44,36,21,4.5163,9,,2919,
S2845,BOONI SECONDARY  SCHOOL,KILIMANJARO,92,92,42,4.5164,9,7,2920,653
S1715,SHIKULA SECONDARY SCHOOL,MBEYA,84,83,38,4.5165,9,8,2921,1915
S0772,ISEVYA SECONDARY SCHOOL,TABORA,113,102,53,4.5167,9,7,2922,641
S1158,LUGARAWA SECONDARY SCHOOL,NJOMBE,115,105,54,4.5168,9,8,2923,1548
S1858,NYAMITWEBIRI SECONDARY SCHOOL,MARA ,111,83,36,4.5168,9,8,2924,1972
S0429,LUPEMBE SECONDARY SCHOOL,NJOMBE,64,63,33,4.5169,9,8,2925,1301
S3453,MAWENI SECONDARY SCHOOL,TANGA,134,113,52,4.517,9,8,2926,1793
S1791,MVUMI MAKULU SECONDARY SCHOOL,DODOMA,127,119,53,4.5171,9,8,2927,2011
S0614,NYERERE SECONDARY SCHOOL,KILIMANJARO,210,190,85,4.5176,9,7,2928,650
S2257,MJI MPYA SECONDARY SCHOOL,KILIMANJARO,246,200,88,4.5178,9,8,2929,1483
S2884,OLTINGA SECONDARY SCHOOL,ARUSHA,114,110,57,4.5179,9,8,2930,1827
S2710,RUZINGA SECONDARY SCHOOL,KAGERA,43,42,22,4.5184,9,8,2931,1628
S1314,KINANA SECONDARY SCHOOL,ARUSHA,210,206,108,4.5186,9,8,2932,1889
S4233,IRAGUA SECONDARY SCHOOL,MOROGORO,57,53,18,4.5187,9,9,2933,2228
S4560,BUSAWE SECONDARY SCHOOL,MARA ,58,51,26,4.5187,9,8,2934,985
S3544,LIGUNGA SECONDARY SCHOOL,RUVUMA,42,29,14,4.519,9,8,2935,1557
S3245,MASHUJAA SECONDARY SCHOOL,RUVUMA,128,105,52,4.5193,9,8,2936,1503
S0472,IPINDA SECONDARY SCHOOL,MBEYA,182,159,61,4.5196,9,8,2937,1233
S3364,MUMBUGA SECONDARY SCHOOL,MWANZA,108,86,38,4.5201,9,9,2938,2241
S2571,NG'WIGWA SECONDARY SCHOOL,SIMIYU,44,44,21,4.5202,9,8,2939,1331
S3120,NANDETE SECONDARY SCHOOL,MTWARA,41,38,17,4.5203,9,8,2940,1731
S0875,GONJA SECONDARY SCHOOL,KILIMANJARO,171,166,74,4.5208,9,9,2941,2273
S2669,MURITI SECONDARY SCHOOL,MWANZA,147,132,64,4.5211,9,8,2942,2046
S2859,MAFIGA SECONDARY SCHOOL,MOROGORO,220,185,80,4.5213,9,8,2943,1699
S2101,MZALENDO SECONDARY SCHOOL,MBEYA,118,100,49,4.5217,9,9,2944,2181
S1881,MAHEGE SECONDARY SCHOOL,PWANI,43,38,18,4.5217,9,8,2945,1622
S2408,PWANI MCHANGANI SECONDARY SCHOOL,UNGUJA,59,59,36,4.5217,9,9,2946,2264
S4553,NJECHELE SECONDARY SCHOOL,DAR ES SALAAM,76,40,23,4.5219,9,8,2947,1690
S2711,RWEMONDO SECONDARY SCHOOL,KAGERA,94,75,36,4.5225,9,8,2948,1449
S0901,KISIWANI SECONDARY SCHOOL,KILIMANJARO,156,155,72,4.5227,9,8,2949,1323
S0750,OSHARA SECONDARY SCHOOL,KILIMANJARO,144,143,67,4.5232,9,8,2950,896
S1015,DR. OMAR ALI JUMA SECONDARY SCHOOL,MARA ,77,72,36,4.5233,9,8,2951,891
S1139,SOYA SECONDARY SCHOOL,DODOMA,78,75,32,4.5236,9,8,2952,1569
S4188,MWAILANJE SECONDARY SCHOOL,DODOMA,46,36,18,4.5238,9,9,2953,2021
S2451,MAKWAWA SECONDARY SCHOOL,DODOMA,65,54,24,4.5239,9,9,2954,1803
S2858,SUA SECONDARY SCHOOL,MOROGORO,191,145,64,4.5242,9,8,2955,2047
S1724,TUNAMKUMBUKA SECONDARY SCHOOL,KAGERA,115,107,53,4.5242,9,8,2956,1518
S1943,MAGOZA SECONDARY SCHOOL,DAR ES SALAAM,268,233,109,4.5243,9,8,2957,1728
S2534,GUTA SECONDARY SCHOOL,MARA ,84,55,27,4.5249,9,7,2958,307
